ISSN,ALPVM,LOPVM,LEVIKKI,LEVIKKI_S
0358-9161,01.01.1992,31.12.1993,10059,
0358-9161,01.01.1990,31.12.1991,10259,
0358-9161,01.01.1988,31.12.1989,10244,
0358-9161,01.01.1985,31.12.1987,10319,
0358-9161,05.01.1922,31.12.1922,3000,
0784-0020,01.01.1994,,11150,
0784-0020,01.01.1993,31.12.1993,10800,
0784-0020,01.01.1992,31.12.1992,10750,
0784-0020,01.09.1986,31.12.1991,10500,
fk25027,15.07.1982,,2345,
1235-8460,01.02.1990,,22000,
1235-8460,06.02.1987,31.01.1990,20000,
fk15633,01.07.1995,30.12.2000,9600,
fk15633,09.02.1989,30.06.1995,8430,
fk15633,08.08.1987,08.02.1989,8342,
fk15633,16.01.1986,07.08.1987,8300,
fk15633,01.10.1982,15.01.1986,7743,
fk14534,18.10.1989,,5768,
fk14534,01.01.1987,17.10.1989,5997,
fk14534,01.01.1982,31.12.1986,6185,
fk14534,04.09.1980,31.12.1981,7979,
fk14534,01.09.1977,03.09.1980,3851,
1236-0392,01.01.1998,31.12.1998,96500,
1236-0392,01.01.1997,31.12.1997,8470,
1236-0392,01.01.1996,31.12.1996,9204,
1236-0392,01.01.1995,31.12.1995,10565,
1236-0392,01.01.1994,31.12.1994,11565,
1236-0392,17.09.1992,31.12.1993,11637,
1239-0186,01.07.1982,,1580,
1239-0186,01.07.1980,30.06.1982,1570,
1239-0186,01.07.1975,30.06.1980,1380,
1239-0186,01.07.1965,30.06.1975,1200,
1239-0186,10.01.1963,30.06.1965,1280,
1239-0178,01.07.1980,,2080,
1239-0178,01.07.1972,30.06.1980,1430,
1239-0178,01.07.1970,30.06.1972,1635,
1239-0178,23.10.1964,30.06.1970,1244,
0787-6750,01.07.1988,,1327,
0787-6750,01.07.1987,30.06.1988,1446,
0787-6750,01.07.1985,30.06.1987,1900,
0787-6750,04.11.1982,30.06.1985,2227,
1239-0119,01.07.1996,,1752,
1239-0119,05.07.1990,30.06.1996,1528,
1237-0622,17.04.1997,,23200,
1237-0622,09.03.1995,16.04.1997,22500,
1237-0622,06.09.1991,08.03.1995,21000,
fk23351,02.04.1986,,64890,
fk23351,03.01.1982,01.04.1986,54000,
fk23351,29.08.1979,02.01.1982,43000,
fk23347,10.01.1982,,37350,
fk23348,11.02.1987,,101740,
fk23349,07.10.1987,,101740,
fk23350,08.01.1989,,100400,
0356-3103,01.01.1997,31.12.1997,7860,
0356-3103,01.01.1995,31.12.1996,8149,
0356-3103,01.01.1993,31.12.1994,8431,
0356-3103,01.01.1992,31.12.1992,8740,
0356-3103,01.01.1991,31.12.1991,9740,
0356-3103,01.01.1989,31.12.1990,9064,
0356-3103,01.01.1988,31.12.1988,9029,
1238-5301,01.01.1996,31.12.1996,6484,
1238-5301,02.02.1995,31.12.1995,6361,
fk32122,12.12.1996,31.12.1998,15000,
1455-9145,03.01.1997,31.12.1997,26860,
0356-5025,01.01.1996,31.12.1997,50517,
0356-5025,01.01.1994,31.12.1995,54790,
0356-5025,01.01.1992,31.12.1993,50000,
0356-5025,01.01.1990,31.12.1991,51423,
fk32133,28.11.1996,,9623,
1455-920X,05.01.1998,31.12.1998,9713,
1455-0067,08.05.1996,,33030,
1457-4497,01.01.1860,31.12.1860,265,
fk25497,21.11.1993,,110000,
1456-8012,09.04.1997,,5000,
1457-4675,01.01.1885,,800,
1457-4675,01.01.1878,31.12.1884,2100,
1457-4675,01.01.1870,31.12.1877,1100,
1457-4675,03.01.1866,31.12.1869,850,
0782-5366,01.01.1997,31.12.1998,5872,
0782-5366,05.01.1995,31.12.1996,5792,
0782-5366,07.01.1994,04.01.1995,5937,
0782-5366,15.10.1987,06.01.1994,5295,
0782-5366,01.01.1985,31.12.1985,5290,
0782-5366,01.01.1981,31.12.1981,5010,
0784-428X,01.01.1997,31.12.1997,3334,
0784-428X,01.01.1998,31.12.1998,3540,
0451-5560,01.01.1998,31.12.1998,80139,
0782-6575,01.01.1998,26.08.1999,3000,
0782-8306,01.01.1998,31.12.2000,11000,
0786-2202,01.01.1998,31.12.1998,7064,
1457-4608,01.01.1856,31.12.1856,436,
1457-4608,01.01.1857,31.12.1857,491,
1457-4608,01.01.1858,31.12.1858,525,
fk990008,03.01.1999,31.12.1999,116000,
0783-3709,01.01.1998,31.12.1998,6500,
0782-6214,01.01.1997,31.12.1997,3987,
0355-2055,01.01.1998,31.12.1998,218185,
0355-2055,01.01.1999,31.12.1999,219103,
0355-2055,01.01.2000,31.12.2000,218010,
0356-1283,01.01.1999,31.12.1999,55034,
0356-1844,01.01.1999,31.12.1999,26517,
0782-6192,01.01.1998,31.12.1998,7481,
0782-6192,01.01.1999,31.12.1999,9118,
0782-6192,01.01.2000,31.12.2000,7869,
1235-9963,01.01.1998,31.12.1999,8580,
0357-1858,01.01.1999,31.12.1999,12659,
0356-1356,01.01.1999,31.12.1999,84292,
0357-1378,01.01.1997,31.12.1999,4723,
0782-6753,01.01.1998,31.12.1998,4766,
0782-5528,01.01.1999,31.12.1999,12346,
0355-6913,01.01.1999,31.12.1999,134047,141774
0789-8150,01.01.1998,31.12.1999,5550,
0789-0737,01.01.1999,31.12.1999,33405,
0789-0737,01.01.2000,31.12.2000,34331,
0789-8142,01.01.1996,31.12.1997,6872,
0789-8142,01.01.1998,31.12.1998,6723,
0788-8325,01.01.1999,31.12.1999,29182,
0784-0381,01.01.1996,31.12.1996,5000,
0784-0381,01.01.1997,31.12.1997,4500,
0784-0381,01.01.1998,31.12.1998,4300,
0359-0305,01.01.1998,31.12.1998,8659,
0359-0305,01.01.1999,31.12.2001,8398,
0782-5390,01.01.1998,31.12.1999,7144,
0359-2812,01.01.1999,31.12.1999,25200,
fk17331,01.01.1999,31.12.1999,7934,
0356-4886,01.01.1999,31.12.2001,8633,
0356-5653,01.01.1999,31.12.1999,4016,
1457-8999,01.01.1997,31.12.1999,1824,
0356-3553,01.01.1999,31.12.2000,4969,
0783-0025,01.01.1999,31.12.1999,119907,151850
0787-4987,01.01.1999,31.12.2000,5703,
0356-3510,01.01.1999,31.12.1999,72757,
0782-5579,01.01.1998,31.12.1998,5934,
0782-5579,01.01.1999,31.12.1999,5641,
0786-5511,01.01.1996,01.01.1997,5544,
0786-5511,01.01.1998,31.12.1999,5438,
0782-5587,01.01.1998,31.12.1999,7920,
0782-6044,01.01.1999,31.12.1999,23000,
fk14728,01.01.1999,31.12.2000,7043,
0780-8003,01.01.1999,31.12.1999,47600,
0780-8003,01.01.2000,01.01.2000,41283,
0355-8754,01.01.1998,31.12.1998,9743,
0355-8754,01.01.1999,31.12.1999,9950,
0358-1705,01.01.1999,31.12.1999,48209,
0355-9149,01.01.1998,31.12.1998,10705,
0355-9149,01.01.1999,31.12.1999,10846,
1237-7783,01.01.1999,31.12.2000,4689,
0356-6447,01.01.1999,31.12.2000,6938,
0356-4444,01.01.1999,31.12.2000,21484,
0359-6753,01.01.1999,31.12.1999,36259,
0356-1674,01.01.1998,31.12.1998,12389,
0356-1674,01.01.1999,31.12.1999,12651,
0356-1410,01.01.1997,31.12.1997,5232,
0356-1410,01.01.1998,31.12.1998,5221,
0356-1410,01.01.1999,31.12.2000,5190,
0781-1926,01.01.1998,31.12.1999,5323,
0781-1926,01.01.1999,,5635,
1456-3002,08.01.1998,31.12.1998,4754,
1456-3002,01.01.1999,31.12.1999,8331,
1456-3002,01.01.2000,31.12.2000,7906,
0451-5560,01.01.1999,31.12.1999,81764,
0789-7820,01.01.1998,31.12.1998,27274,
0789-7820,01.01.1999,31.12.1999,27274,
0789-8126,01.01.1998,31.12.1998,5965,
fk17309,01.01.1999,31.12.1999,17050,
0789-8347,01.01.1999,31.12.1999,7327,
0789-8347,01.01.2000,31.12.2000,7260,
0785-398X,01.01.1833,31.12.1833,519,
0785-398X,01.01.1843,31.12.1843,495,
0785-398X,01.01.1853,31.12.1853,883,
0785-398X,01.01.1863,31.12.1863,1756,
0785-398X,01.01.1873,31.12.1873,1290,
0785-398X,01.01.1883,31.12.1883,1220,
0785-398X,01.01.1899,31.12.1899,2100,
0785-398X,01.01.1942,31.12.1956,4750,
0785-398X,01.01.1957,31.12.1966,6600,
0785-398X,01.01.1967,31.12.1976,6723,
0785-398X,01.01.1977,31.12.1980,6695,
0785-398X,01.01.1981,31.12.1985,7017,
0785-2053,01.01.1998,31.12.1998,37100,
0785-2053,01.01.1999,31.12.1999,37400,
0782-5684,01.01.1999,31.12.1999,8573,
fk990009,01.01.2000,31.12.2002,92176,
0782-601X,01.01.1997,31.12.1998,5356,
0782-601X,01.01.1999,31.12.2000,5363,
0789-8169,01.01.1998,31.12.1999,8471,
fk15603,01.01.1997,31.12.1998,6550,
fk15603,01.01.1999,31.12.2002,6584,
0782-5560,01.01.1999,31.12.1999,8031,
1236-6609,01.01.1999,31.12.2000,6044,
0356-200X,01.01.1999,31.12.1999,5367,
0356-1860,01.01.1999,31.12.1999,7324,
0784-364X,01.01.1999,31.12.1999,8031,
0356-2751,01.01.1999,31.12.1999,30510,
0356-3502,01.01.1999,31.12.1999,23628,
0359-5056,01.01.1999,31.12.1999,62328,
0356-2298,01.01.1999,31.12.1999,15711,
0782-5803,01.01.1999,01.01.1999,9687,
0782-372X,01.01.1999,31.12.1999,24024,
0782-663X,01.01.1998,31.12.1998,14585,
0782-663X,01.01.1999,31.12.1999,14628,
0357-2021,01.01.2000,31.12.2000,21968,
0356-0724,01.01.1999,31.12.1999,58876,61347
0782-6419,01.01.1999,31.12.1999,17318,
1236-8407,01.01.1997,31.12.1997,6888,
1236-8407,01.01.1998,31.12.1998,6825,
1236-8407,01.01.1999,31.12.2000,6728,
0358-1934,01.01.1999,31.12.1999,7925,
0356-2514,01.01.1986,31.12.1986,9392,
0356-2514,01.01.1987,31.12.1987,9514,
0356-2514,01.01.1988,31.12.1988,9569,
0356-2514,01.01.1989,31.12.1989,9623,
0356-2514,01.01.1990,31.12.1990,9656,
0356-2514,01.01.1991,31.12.1991,9357,
0356-2514,01.01.1992,31.12.1992,9210,
0356-2514,01.01.1993,31.12.1993,8783,
0356-2514,01.01.1994,31.12.1994,8526,
0356-2514,01.01.1995,31.12.1995,8258,
0356-2514,01.01.1996,31.12.1996,7980,
0356-2514,01.01.1997,31.12.1998,7867,
0356-2514,01.01.1999,31.12.2000,7697,
0359-5064,01.01.1999,31.12.1999,12834,
0783-3261,01.01.1999,31.12.1999,13223,
0355-421X,01.01.1999,31.12.1999,126645,
0355-421X,01.01.2000,31.12.2000,128800,
0782-579X,01.01.1997,31.12.1998,5973,
0782-579X,01.01.1999,31.12.2000,5930,
0782-5617,01.01.1999,31.12.2000,5063,
0789-6700,01.01.1999,31.12.1999,27879,
0357-9298,01.01.1999,31.12.1999,30322,
0784-6568,01.01.1995,31.12.2002,3518,
0784-6568,01.01.1993,31.12.1994,3632,
0784-6568,01.01.1991,31.12.1992,3743,
0784-6568,01.01.1989,31.12.1990,3693,
0784-6568,01.01.1987,31.12.1988,3709,
0784-6568,01.01.1985,31.12.1986,3653,
0784-6568,01.01.1983,31.12.1984,3468,
0784-6568,01.01.1981,31.12.1982,3272,
0784-6568,01.01.1978,31.12.1978,2862,
0782-5714,01.01.1995,31.12.1996,4080,
0782-5714,01.01.1993,31.12.1994,4147,
0782-5714,01.01.1991,31.12.1992,4163,
0782-5714,01.01.1989,31.12.1990,4062,
0782-5714,01.01.1987,31.12.1988,3890,
0782-5714,01.01.1985,31.12.1985,3779,
0782-5714,01.01.1983,31.12.1983,3669,
0782-5714,01.01.1981,31.12.1981,3535,
0782-5714,01.01.1979,31.12.1989,3311,
0782-5714,01.01.1977,31.12.1977,3204,
0782-5714,01.01.1975,31.12.1975,3266,
0782-5714,01.01.1973,31.12.1973,3227,
0782-5714,01.01.1971,31.12.1971,3103,
0782-5714,04.01.1968,31.12.1968,3042,
0782-5714,01.01.1965,03.01.1965,3200,
0782-5714,01.01.1945,31.12.1945,2174,
0356-6447,01.01.1997,31.12.1998,7590,
0356-6447,01.01.1996,31.12.1996,7945,
0356-6447,01.01.1994,31.12.1995,8266,
0356-6447,01.01.1992,31.12.1993,9013,
0356-6447,01.01.1990,31.12.1991,8801,
0356-6447,01.01.1980,31.12.1989,7451,
0356-6447,01.06.1976,31.12.1979,7980,
0356-6447,01.06.1975,31.05.1976,7566,
0356-6447,01.01.1970,31.05.1975,6137,
0356-6447,01.01.1967,31.12.1969,5622,
0356-6447,01.01.1960,31.12.1966,4832,
0356-6447,10.12.1958,31.12.1959,2100,
0356-3197,01.01.1983,,6555,
0356-3197,01.01.1981,31.12.1982,6462,
0356-3197,01.01.1979,31.12.1980,6309,
0356-3197,01.01.1978,31.12.1978,6057,
0356-3197,16.11.1961,31.12.1977,5731,
0356-2514,01.01.1984,31.12.1985,8815,
0356-2514,01.01.1982,31.12.1983,8119,
0356-2514,01.01.1980,31.12.1981,7855,
0356-2514,01.01.1978,31.12.1979,7111,
0356-2514,01.01.1976,31.12.1977,6561,
0356-2514,01.01.1974,31.12.1975,6485,
0356-2514,01.01.1972,31.12.1973,6452,
0356-2514,01.01.1968,31.12.1971,4504,
0356-2514,24.09.1964,31.12.1967,2000,
0782-5544,01.01.1996,31.12.1997,7292,
0782-5544,01.01.1994,31.12.1995,8411,
0782-5544,01.01.1985,31.12.1985,11200,
0782-5544,01.01.1982,31.12.1982,9648,
0356-200X,01.01.1997,31.12.1998,5394,
0356-200X,01.01.1995,31.12.1996,5511,
0356-200X,01.01.1993,31.12.1994,5522,
0356-200X,01.01.1991,31.12.1992,5749,
0356-200X,01.01.1989,31.12.1990,5795,
0356-200X,01.01.1987,31.12.1988,5724,
0356-200X,01.01.1985,10.08.1987,5515,
0787-6742,01.01.1996,31.12.1997,5060,
0787-6742,01.01.1994,31.12.1995,5179,
0787-6742,01.01.1992,31.12.1994,5257,
0787-6742,01.01.1991,31.12.1991,5197,
0787-6742,01.01.1989,31.12.1989,5181,
0787-6742,01.01.1985,31.12.1985,5003,
0787-6742,01.01.1979,31.12.1979,4782,
0782-5986,01.01.1996,31.12.1997,6155,
0782-5986,01.01.1994,31.12.1995,7000,
0782-5986,01.01.1992,31.12.1993,6921,
0782-5986,01.01.1990,31.12.1991,6820,
0782-5986,01.01.1985,31.12.1985,6732,
0787-5320,01.01.1996,31.12.1996,5092,
0787-5320,01.01.1995,31.12.1995,5185,
0787-5320,01.01.1994,31.12.1994,5369,
0787-5320,01.01.1993,31.12.1993,5494,
0782-5978,01.01.1998,31.12.1998,6981,
0787-5320,01.01.1992,31.12.1992,5567,
0787-5320,01.01.1991,31.12.1991,5492,
0787-5320,01.01.1990,31.12.1990,5531,
0787-5320,01.01.1989,31.12.1989,5504,
0787-5320,01.01.1988,31.12.1988,5405,
0787-5320,01.01.1987,31.12.1987,5215,
0787-5320,01.01.1986,31.12.1986,5063,
0782-5978,01.01.1996,31.12.1997,7362,
0782-5978,01.01.1994,31.12.1995,7982,
0782-5978,01.01.1993,31.12.1993,8469,
0782-5978,01.01.1990,31.12.1992,8715,
0784-364X,01.01.1998,31.12.1998,8082,
0784-364X,01.01.1997,31.12.1997,8143,
0784-364X,01.01.1996,31.12.1996,8017,
0784-364X,01.01.1994,31.12.1995,8520,
0784-364X,01.01.1993,31.12.1993,8593,
0784-364X,01.01.1991,31.12.1992,8622,
0784-364X,01.01.1990,31.12.1990,8587,
0782-5579,01.01.1996,31.12.1996,6615,
0782-5579,01.01.1995,31.12.1995,6897,
0782-5579,01.01.1994,31.12.1994,7209,
0782-5579,01.01.1992,31.12.1993,8294,
0782-5579,01.01.1990,31.12.1991,8599,
0782-7067,01.01.1998,31.12.2001,6891,
0782-7067,01.01.1997,31.12.1997,6902,
0782-7067,01.01.1995,31.12.1996,7127,
0782-7067,01.01.1993,31.12.1994,7515,
0782-7067,01.01.1991,31.12.1992,8059,
0782-7067,01.01.1990,31.12.1990,8314,
0359-6753,01.01.1998,31.12.1998,36519,
0359-6753,01.01.1997,31.12.1997,36623,
0359-6753,01.01.1996,31.12.1996,37578,
0359-6753,01.01.1995,31.12.1995,38752,
0359-6753,01.01.1994,31.12.1994,39523,
0359-6753,01.01.1993,31.12.1993,40995,
0359-6753,01.01.1992,31.12.1992,42344,
0359-6753,01.01.1991,31.12.1991,43759,
0359-6753,01.01.1990,31.12.1990,43121,
0789-8126,01.01.1995,31.12.1997,6193,
0789-8126,01.01.1993,31.12.1994,6491,
0789-8126,01.01.1991,31.12.1992,6856,
0789-8126,01.01.1990,31.12.1990,6781,
0359-6281,01.01.1995,31.12.1997,5432,
0359-6281,01.01.1993,31.12.1994,5599,
0359-6281,01.01.1991,31.12.1992,5679,
0359-6281,01.01.1990,31.12.1990,5685,
0782-579X,01.01.1995,31.12.1996,6191,
0782-579X,04.05.1993,31.12.1994,6407,
0782-579X,01.01.1991,31.12.1992,6935,
0782-579X,01.01.1990,31.12.1990,6987,
0782-372X,01.01.1998,31.12.1998,29221,
0782-372X,01.01.1997,31.12.1997,30675,
0782-372X,01.01.1996,31.12.1996,31419,
0782-372X,01.01.1995,31.12.1995,33410,
0782-372X,01.01.1994,31.12.1994,35538,
0782-372X,01.01.1993,31.12.1993,37881,
0782-372X,01.01.1992,31.12.1992,42105,
0782-372X,01.01.1991,31.12.1991,42577,
0782-372X,01.01.1990,31.12.1990,42203,
0789-0796,01.01.1998,31.12.1998,7483,
0789-0796,01.01.1997,31.12.1997,7531,
0789-0796,01.01.1996,31.12.1996,7500,
0789-0796,01.01.1995,31.12.1995,7635,
0789-0796,01.01.1994,31.12.1994,7655,
0789-0796,01.01.1992,31.12.1993,8627,
0789-0796,01.01.1990,31.12.1991,9437,
0785-5907,01.01.1997,31.12.1997,2104,
0785-5907,01.01.1994,31.12.1996,2067,
0785-5907,01.01.1990,31.12.1993,1403,
0782-5803,01.01.1998,31.12.1998,9102,
0782-5803,01.01.1995,31.12.1997,10743,
0782-5803,01.01.1993,31.12.1994,12544,
0782-5803,01.01.1992,31.12.1992,13034,
0782-5803,01.01.1991,31.12.1991,13482,
0782-5803,01.01.1990,31.12.1990,13471,
0358-2434,01.01.1998,31.12.1998,7731,
0358-2434,01.01.1997,31.12.1997,7839,
0358-2434,01.01.1996,31.12.1996,7918,
0358-2434,01.01.1995,31.12.1995,7958,
0358-2434,01.01.1993,31.12.1994,8222,
0358-2434,01.01.1992,31.12.1992,8289,
0358-2434,01.01.1990,31.12.1991,8856,
0786-2008,01.01.1993,,5074,
0786-2008,01.01.1991,31.12.1992,5331,
0786-2008,01.01.1990,31.12.1990,5367,
0782-5358,01.01.1997,31.12.1998,5564,
0782-5358,01.01.1996,31.12.1996,5674,
0782-5358,01.01.1993,31.12.1995,5890,
0782-5358,01.01.1991,31.12.1992,6147,
0782-5358,01.01.1990,31.12.1990,6136,
1458-0500,09.03.1878,,350,
fk14974,04.01.1956,,7000,
fk14975,27.02.1958,,7500,
fk14976,19.01.1961,,7984,
0780-0630,01.01.1998,31.12.1998,5000,
0780-0630,01.01.1997,31.12.1997,5500,
0780-0630,01.01.1996,31.12.1996,6000,
0780-0630,01.01.1994,31.12.1995,9500,
0780-0630,01.01.1978,31.12.1993,10800,
0780-0630,01.01.1970,31.12.1970,11232,
0780-0630,04.01.1964,31.12.1964,9654,
fk19517,06.05.1918,,61200,
fk19518,04.12.1918,,61200,
0780-2757,01.01.1993,,2366,
0780-2757,01.01.1991,31.12.1992,2465,
0780-2757,01.01.1990,31.12.1990,2504,
fk14978,02.10.1946,31.12.1946,4188,
fk11195,30.04.1964,,2500,
fk11409,01.01.1970,,5868,
fk11409,01.01.1960,31.12.1969,2073,
fk11409,15.12.1949,31.12.1959,1800,
fk11420,01.01.1970,,6817,
fk11420,01.01.1964,31.12.1969,6300,
fk11420,01.01.1953,31.12.1963,5300,
fk11420,05.01.1933,31.12.1952,3300,
1455-4348,01.01.1995,31.12.1995,4665,
1455-4348,01.01.1993,31.12.1994,4779,
1455-4348,01.01.1991,31.12.1992,4710,
1455-4348,01.01.1989,31.12.1990,4594,
1455-4348,01.01.1987,31.12.1988,4413,
1455-4348,01.01.1985,31.12.1986,4243,
1455-4348,01.01.1983,31.12.1984,4006,
1455-4348,01.01.1980,31.12.1982,3600,
1455-4348,31.12.1978,31.12.1979,3601,
1455-4348,31.12.1970,30.12.1978,3500,
1455-4348,31.12.1967,30.12.1970,3760,
1455-4348,01.01.1960,30.12.1967,2750,
1455-4348,08.01.1936,31.12.1936,600,
fk11980,01.01.1969,,2022,
fk11980,01.01.1960,31.12.1968,1201,
fk11980,13.01.1950,31.12.1959,1023,
fk11253,01.01.1988,,2585,
fk11253,01.01.1986,31.12.1987,2824,
fk11253,01.01.1985,31.12.1985,2470,
fk11253,01.02.1983,31.12.1984,2452,
fk11253,30.06.1964,31.01.1983,2855,
fk11376,05.01.1966,,1236,
1457-7208,01.01.1995,31.12.1996,5024,
1457-7208,01.01.1993,31.12.1994,4572,
1457-7208,01.01.1991,31.12.1992,5220,
1457-7208,01.01.1989,31.12.1990,5519,
1457-7208,01.07.1982,31.12.1990,6070,
1457-7208,01.01.1980,30.06.1982,6408,
1457-7208,01.01.1975,31.12.1979,6811,
1457-7208,01.01.1970,31.12.1974,3733,
1457-7208,24.04.1964,31.12.1969,4630,
fk11862,25.08.1965,,3119,
fk14728,01.01.1996,31.12.1998,7035,
fk14728,01.01.1994,31.12.1995,7110,
fk14728,01.01.1991,31.12.1993,7337,
fk14728,01.06.1983,31.12.1990,7453,
fk14728,01.01.1983,31.05.1983,6497,
fk14728,23.10.1964,31.12.1982,3850,
1457-7372,01.01.1996,31.12.1997,3762,
1457-7372,01.01.1994,31.12.1995,3975,
1457-7372,01.01.1992,31.12.1993,3886,
1457-7372,01.01.1980,31.12.1991,3749,
1457-7372,01.01.1976,31.12.1979,2950,
1457-7372,19.11.1963,31.12.1975,3027,
fk19500,15.08.1968,,2395,
fk16482,01.01.1970,,2449,
fk16482,01.01.1963,31.12.1969,1588,
fk16482,07.06.1956,31.12.1962,1897,
0782-5501,01.01.1996,31.12.1996,44320,
0782-5501,01.01.1995,31.12.1995,43700,
0782-5501,01.01.1994,31.12.1994,43300,
0782-5501,01.01.1993,31.12.1993,42700,
0782-5501,01.01.1992,31.12.1992,42100,
0782-5501,01.01.1991,31.12.1991,44410,
0782-5501,01.01.1990,31.12.1990,44250,
0782-5501,01.01.1989,31.12.1989,38900,
0782-5501,01.01.1987,31.12.1988,37000,
0782-5501,01.01.1985,31.12.1986,36000,
0782-5501,01.01.1982,31.12.1984,34100,
0782-5501,01.01.1981,31.12.1981,32000,
fk14995,16.02.1973,,23000,
fk14996,15.03.1918,01.05.1918,20000,
1458-0780,01.01.1965,,3000,
1458-0780,01.01.1957,31.12.1964,2500,
1458-0780,06.12.1941,31.12.1956,2000,
0437-2999,01.01.1985,19.12.1985,2000,
fk14983,05.02.1918,13.03.1918,20000,
fk14570,01.01.1976,,4400,
fk14570,01.10.1971,31.12.1975,2800,
fk14570,27.11.1948,30.09.1971,2500,
fk14986,01.01.1952,21.08.1952,2400,
fk11688,01.01.1970,,12283,
fk11688,01.01.1960,31.12.1969,10000,
fk11688,02.01.1945,31.12.1959,16322,
0789-8088,29.10.1956,,4921,
0785-3998,01.01.1996,31.12.1996,4872,
0785-3998,01.01.1994,31.12.1995,5089,
0785-3998,01.01.1992,31.12.1993,5122,
0785-3998,01.01.1991,31.12.1991,5147,
0785-3998,01.01.1990,31.12.1990,5180,
0785-3998,01.01.1989,31.12.1989,5103,
0785-3998,01.01.1988,31.12.1988,4992,
0785-3998,01.01.1987,31.12.1987,5028,
0785-3998,01.01.1986,31.12.1986,4738,
0785-3998,01.01.1985,31.12.1985,4833,
0785-3998,01.01.1984,31.12.1984,4602,
0785-3998,01.01.1983,31.12.1983,4783,
0785-3998,01.01.1982,31.12.1982,4573,
0785-3998,01.01.1981,31.12.1981,4371,
0785-3998,01.01.1980,31.12.1980,4276,
0785-3998,01.01.1976,31.12.1976,3845,
fk11525,28.09.1962,,3410,
fk16098,01.01.1997,31.12.1997,5384,
fk16098,01.01.1996,31.12.1996,5375,
fk16098,01.01.1995,31.12.1995,5497,
fk16098,01.01.1994,31.12.1994,5495,
fk16098,01.01.1993,31.12.1993,5671,
fk16098,01.01.1992,31.12.1992,5651,
fk16098,01.01.1991,31.12.1991,5645,
fk16098,01.01.1990,31.12.1990,5605,
fk16098,01.01.1989,31.12.1989,5502,
fk16098,01.01.1988,31.12.1988,5459,
fk16098,01.01.1987,31.12.1987,5403,
fk16098,01.01.1986,31.12.1986,5415,
fk16098,01.01.1985,31.12.1985,5337,
fk16098,01.01.1984,31.12.1984,5304,
fk16098,01.01.1983,31.12.1983,5253,
fk16098,23.09.1979,31.12.1982,5004,
1235-9653,01.01.1970,,2381,
1235-9653,23.08.1968,31.12.1969,1715,
fk16218,01.03.1983,,21660,
fk16218,01.01.1980,28.02.1983,6004,
fk16218,01.01.1970,31.12.1979,8893,
fk16218,30.06.1966,31.12.1969,9400,
fk16218,01.01.1960,29.06.1966,6775,
fk16218,30.10.1957,31.12.1959,1000,
fk17328,01.01.1997,31.12.1997,5374,
fk17328,01.01.1995,31.12.1996,5546,
fk17328,01.01.1993,31.12.1994,5786,
fk17328,10.01.1991,31.12.1992,6061,
fk17328,01.01.1989,09.01.1991,6003,
fk17328,01.01.1987,31.12.1988,5685,
fk17328,01.01.1985,31.12.1985,5249,
fk17328,01.01.1983,31.12.1983,5017,
fk17328,01.01.1981,31.12.1981,5006,
fk17328,01.01.1968,31.12.1968,3628,
fk17328,01.01.1960,31.12.1960,2650,
fk11291,01.01.1970,,4130,
fk11291,31.12.1964,31.12.1969,4675,
fk11291,27.05.1959,30.12.1964,4500,
fk07950,10.06.1968,,3000,
fk07950,02.01.1962,09.06.1968,5500,
fk11275,01.01.1973,,2190,
fk11275,01.01.1963,31.12.1972,2996,
fk11275,01.01.1953,31.12.1962,3000,
fk11275,01.01.1945,31.12.1952,1205,
fk11275,06.10.1939,31.12.1944,800,
fk14980,01.01.1995,31.12.1995,20200,
fk14980,01.01.1994,31.12.1994,20700,
fk14980,01.01.1992,31.12.1993,20200,
fk14980,01.01.1991,31.12.1991,20600,
fk14980,01.01.1987,31.12.1990,13700,
fk14980,01.01.1984,31.12.1986,16500,
fk14980,01.01.1982,31.12.1983,15300,
fk14980,01.01.1981,31.12.1981,12600,
fk14980,01.01.1980,31.12.1980,12300,
fk14980,01.01.1979,31.12.1979,12150,
fk14980,09.06.1960,31.12.1978,6200,
fk14980,09.03.1960,08.06.1960,3373,
fk14980,01.01.1943,31.12.1943,3150,
1235-0796,01.01.1991,,5172,
1235-0796,01.01.1983,31.05.1991,4859,
1235-0796,05.04.1979,31.12.1982,4140,
fk14406,01.01.1997,31.12.1998,3088,
fk14406,01.01.1995,31.12.1996,3091,
fk14406,01.01.1994,31.12.1994,3330,
fk14406,01.12.1976,31.12.1993,2987,
fk15535,01.01.1988,,3392,
fk15535,01.01.1986,31.12.1987,3018,
fk15535,01.01.1981,31.12.1985,2346,
fk15535,01.01.1980,31.12.1980,2238,
fk15535,01.10.1965,31.12.1979,3150,
1236-7974,01.01.1997,31.12.1997,4599,
1236-7974,01.01.1995,31.12.1996,4681,
1236-7974,01.01.1994,31.12.1994,4831,
1236-7974,24.08.1991,31.12.1993,5010,
1236-7974,01.01.1989,23.08.1991,5021,
1236-7974,01.01.1985,31.12.1988,4879,
1236-7974,01.01.1983,31.12.1983,5013,
1236-7974,01.01.1981,31.12.1981,4921,
1236-7974,01.01.1971,31.12.1971,5020,
1236-7974,01.01.1960,31.12.1960,3829,
1236-7974,01.01.1909,31.12.1909,2300,
1236-7974,11.05.1908,31.12.1908,1800,
2323-4253,01.01.1997,31.12.1998,6533,
2323-4253,01.01.1996,31.12.1996,6810,
